400.000000	490033.900000	6809.764304	376943.100000	881.992372	68562.100000	396.766780
388.000000	405948.200000	4560.100189	344185.000000	1985.367472	61817.500000	209.287283
376.000000	358322.000000	2810.362136	313441.200000	489.615677	56444.900000	287.032499
364.000000	330641.100000	3646.062822	283772.700000	154.183188	50586.700000	194.567355
352.000000	327030.800000	4699.737742	257975.500000	1979.794055	46933.100000	2019.875984
340.000000	284587.300000	23022.957741	233103.900000	2445.702146	41272.000000	343.519691
328.000000	241634.700000	6647.196252	209216.000000	380.611204	37369.200000	602.059207
316.000000	217523.800000	3444.493667	186874.600000	412.119778	33171.000000	320.254760
304.000000	206584.800000	1169.826084	166380.300000	391.913270	29564.500000	299.898223
292.000000	167876.700000	877.611158	147195.400000	147.304824	26111.700000	284.099767
280.000000	146729.600000	2752.598215	130410.800000	917.560389	23097.800000	256.078460
268.000000	128666.200000	421.552896	114398.800000	1284.205574	20197.400000	146.249558
256.000000	151567.800000	2229.595419	100502.500000	2010.460160	17741.700000	482.630535
244.000000	98267.400000	482.093398	86248.700000	194.954154	15315.000000	272.713932
232.000000	82342.900000	423.337913	74444.400000	253.680114	13207.200000	242.086670
220.000000	71303.100000	304.485522	63354.400000	219.145918	11262.800000	212.944333
208.000000	62181.000000	311.548106	53818.800000	88.910442	9641.800000	239.136781
196.000000	48528.500000	162.802027	44972.600000	100.152328	7989.500000	196.321873
184.000000	38186.900000	339.064546	38127.900000	1971.654153	6646.700000	190.323730
172.000000	31076.100000	283.253106	30649.700000	218.657546	5416.600000	76.996681
160.000000	28199.800000	2454.282235	24731.500000	175.792333	4375.500000	166.935949
148.000000	20263.400000	1646.258330	19598.600000	186.973676	3476.200000	159.039338
136.000000	15221.200000	194.855958	15311.700000	194.195234	2707.500000	156.801538
124.000000	11570.000000	195.765165	11578.800000	40.840612	2064.500000	170.262053
112.000000	8637.400000	166.938578	8656.800000	168.107637	1544.300000	127.955765
100.000000	6120.500000	175.884590	6144.400000	27.929276	1108.400000	93.777751
88.000000	4153.700000	26.583412	4275.300000	156.345096	790.300000	114.092604
76.000000	2717.200000	153.927689	2758.000000	148.820548	515.100000	78.905640
64.000000	1674.600000	22.613664	1636.100000	30.910085	260.100000	13.811831
52.000000	855.900000	34.942651	880.600000	14.945828	138.700000	2.057507
40.000000	391.800000	5.181162	404.300000	15.290157	69.000000	12.128937
28.000000	135.800000	13.644698	137.300000	15.362653	25.000000	5.291503
16.000000	30.800000	8.625543	29.600000	8.099383	5.100000	0.316228
